Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
Pharmacology,Pharmacology,Ans Pharma,Which of the following side effects are likely to be observed when a patient already taking metoprolol is prescribed verapamil?,The combination of metoprolol (beta-blocker) and verapamil (calcium channel blocker) can cause excessive bradycardia and AV block due to their additive effects on cardiac conduction and heart rate.,A. Bradycardia with AV block,B. Torsades de points,C. Tachycardia,D. Ventricular fibrillation,A
Pharmacology,Pharmacology,Ans Pharma,Which of the following conditions is not a contraindication for the use of beta-blockers?,"Betaxolol, a beta-blocker, is used to treat glaucoma by reducing aqueous humor production. Beta-blockers are contraindicated in conditions like asthma (due to bronchoconstriction) and bradycardia (due to heart rate reduction).",A. Asthma,B. Glaucoma,C. Bradycardia,D. Hypothyroidism,B
Pharmacology,Pharmacology,Ans Pharma,"Which alpha-blocker would you choose to administer to a 72-year-old male patient who is experiencing a weak urinary stream, frequent urination in small amounts, and is currently taking prazosin? The patient also reports feeling dizzy frequently and having low blood pressure.","Tamsulosin is a selective α1A antagonist used to treat benign prostatic hyperplasia (BPH) with fewer side effects like postural hypotension. Other α1 antagonists (e.g., prazosin, alfuzosin, terazosin, and doxazosin) primarily block α1B receptors, leading to hypotension.",A. Alfuzosin,B. Terazosin,C. Tamsulosin,D. Doxazosin,C
Pharmacology,Pharmacology,Ans Pharma,"Which of the following treatment options can be utilized for a patient who arrives at the emergency department displaying symptoms of diarrhea, sweating, excessive lacrimation, and salivation, with a pulse rate of 55 beats per minute and a plasma cholinesterase level of 50 units per milliliter?","Atropine is an anticholinergic medication that counteracts cholinergic toxicity by blocking acetylcholine's effects. It alleviates symptoms of excessive cholinergic stimulation. Other options like neostigmine would worsen symptoms, while epinephrine and benztropine are not suitable antidotes.",A. Neostigmine,B. Atropine,C. Epinephrine,D. Benztropine,B
Pharmacology,Pharmacology,Ans Pharma,What is the recommended dosage of epinephrine for the treatment of anaphylactic shock?,"Epinephrine is the first-line treatment for anaphylactic shock. The standard dose is 1:1000 concentration (1 mg in 1 mL), administered intramuscularly in the thigh. Other options either have incorrect dosages or routes of administration for this emergency.",A. 1:10000 I.V.- 10 ml,B. 1:1000 I.M.- 0.5 ml,C. 1:1000 I.M.- 1 ml,D. 1:1000 I.V.- 0.5 ml,B
Pharmacology,Pharmacology,Ans Pharma,"In addition to mu-opioid receptors, which other receptor does tramadol act on?",Tramadol is a centrally acting analgesic that works by binding to mu-opioid receptors and inhibiting the reuptake of serotonin and norepinephrine. This dual mechanism enhances its analgesic effects. Other options misrepresent tramadol's pharmacological profile.,A. Anticholinergic,B. 5HT 1a inhibition,C. Serotonergic and norepinephrine reuptake inhibition,D. Antihistaminic,C
Pharmacology,Pharmacology,Ans Pharma,Which one of the following options is not suitable for reducing intraocular pressure in glaucoma?,"Dexamethasone is a corticosteroid not typically used for lowering intraocular pressure in glaucoma. While it has anti-inflammatory properties, effective treatments for glaucoma include acetazolamide, apraclonidine, and mannitol, which directly reduce intraocular pressure.",A. Dexamethasone,B. Acetazolamide,C. Apraclonidine,D. Mannito,A
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Which anti-asthma drug should be avoided with Erythromycin?,"Option B: Theophylline is typically avoided with erythromycin due to the risk of increased theophylline blood levels caused by erythromycin's inhibition of its metabolism. This can lead to theophylline toxicity, which may manifest as nausea, vomiting, tremors, rapid heartbeat, and seizures. Theophylline is a bronchodilator that works by relaxing smooth muscles in the airways. The inhibition occurs because both theophylline and erythromycin are metabolized by cytochrome P450 enzymes. In contrast, Options A (Salbutamol), C (Terbutaline), and D (Ipratropium) have no significant interactions with erythromycin.",Salbutamol,Theophylline,Terbutaline,Ipratropium,B
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Theophylline causes diuresis by:,"Option B: Theophylline acts as a non-selective phosphodiesterase (PDE) inhibitor, primarily inhibiting PDE 3, leading to increased cyclic adenosine monophosphate (cAMP) levels. This results in smooth muscle relaxation and increased myocardial contractility. In renal tubules, increased cAMP promotes water and sodium excretion, causing diuresis. Other options incorrectly state mechanisms, such as Adenosine agonism (theophylline antagonizes rather than agonizes adenosine), PDE 4 inhibition, and Beta 2 agonism (theophylline is not a beta agonist).",Adenosine agonism,PDE 4 inhibition,Beta 2 agonism,PDE 3 inhibition,B
Pharmacology,Pharmacology,Anticancer Pharmacolgy,A patient who is a known case of chronic obstructive pulmonary disease who is on inhaled salmeterol therapy presents to the outpatient department with complaints that there is no improvement. Which of the following drugs can be added to his regimen?,"Option D: Ipratropium is recommended as an addition to the bronchodilator salmeterol. Ipratropium is a muscarinic antagonist and improves bronchodilation. In contrast, A (Theophylline) is not the next best step if LABA is insufficient, B (Azithromycin) is unnecessary without fever or infection symptoms, and C (Oral glucocorticoids) are not the immediate next step for the patient's condition.",Theophylline,Azithromycin,Oral glucocorticoids,Ipratropium,D
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Which of the following drugs is not considered safe for a pregnant woman diagnosed with extensively drug-resistant TB?,"Option C: Kanamycin is contraindicated in pregnancy due to potential ototoxicity to the fetus. Other antibiotics unsafe in pregnancy include Tetracycline, Chloramphenicol, and Metronidazole (in the first trimester). In contrast, A (Amoxicillin), B (Clofazimine), and D (Linezolid) are safe to use during pregnancy.",Amoxicillin,Clofazimine,Kanamycin,Linezolid,C
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Which one of the following medications utilized in the immediate treatment of asthma does not exert its effects by widening the bronchial airways?,"Option D: Steroids induce annexin-1, which inhibits Phospholipase A2 (PLA2), responsible for inflammation leading to bronchoconstriction during an asthmatic attack. This anti-inflammatory effect reduces bronchoconstriction but does not actively cause bronchodilation. Other options include A (Salbutamol), a short-acting beta agonist with limited duration, B (Ipratropium), primarily for COPD, and C (Deriphylline), which has bronchodilator properties but is not the preferred option for this patient.",Salbutamol,Ipratropium,Deriphylline,Hydrocortisone,D
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Which of the subsequent options does not represent a side effect of salbutamol?,"Option A: Hypoglycemia is not a known side effect of Salbutamol, which primarily acts as a bronchodilator for asthma and other respiratory conditions. While salbutamol may influence glucose metabolism, it does not significantly affect blood sugar levels. Incorrect options include B (Hypokalemia), which can occur due to salbutamol’s effects on potassium distribution, C (Tremors), a common side effect due to beta-2 stimulation, and D (Tachycardia), which is a frequent side effect due to beta-2 stimulation in the heart.",Hypoglycemia,Hypokalemia,Tremors,Tachycardia,A
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Which one of the following agents is not utilized in the treatment of bronchial asthma?,"Cholinergic drugs are not used in asthma management because they can cause bronchoconstriction. Thus, they are contraindicated in asthma patients.",Phosphodiesterase inhibitors,Steroids,Beta-agonists,Cholinergic drugs,D
Pharmacology,Pharmacology,Anticancer Pharmacolgy,Mechanism of action of zileuton:,"Zileuton is a 5-lipoxygenase inhibitor, reducing leukotriene production, which is effective in asthma management. It works by inhibiting the enzyme responsible for converting arachidonic acid to leukotrienes, thereby helping to reduce inflammation and bronchoconstriction.",Cyclooxygenase inhibitor,5-lipooxygenase inhibitor,5-phosphodiesterase inhibitor,Prevents mast cell degranulation,B
Pharmacology,Pharmacology,Anticancer Pharmacolgy,"If codeine is coming to the market in combination with dextromethorphan as an anti-tussive, this combination ____________",Combining codeine and dextromethorphan is irrational as both suppress cough via similar mechanisms. This combination does not provide additional therapeutic benefit and increases the risk of opioid-related side effects from codeine without improving cough suppression.,Should not be used due to risk of addiction,Can be used as both have different mechanism of action,Should not be used as it is irrational,Can be used to treat cough effectively,C
